           location        date  total_cases  new_cases
               Oman  2020-01-16            0          0
       UnitedStates  2020-01-16            0          0
            Bahrain  2020-01-16            0          0
              Spain  2020-01-16            0          0
           Cambodia  2020-01-16            0          0
            Finland  2020-01-16            0          0
              Japan  2020-01-16            1          0
           Malaysia  2020-01-16            0          0
             Brazil  2020-01-16            0          0
            Germany  2020-01-16            0          0
        Netherlands  2020-01-16            0          0
           Thailand  2020-01-16            1          0
          Australia  2020-01-16            0          0
               Iraq  2020-01-16            0          0
              India  2020-01-16            0          0
              Italy  2020-01-16            0          0
            Vietnam  2020-01-16            0          0
           SriLanka  2020-01-16            0          0
          Singapore  2020-01-16            0          0
 UnitedArabEmirates  2020-01-16            0          0
             Sweden  2020-01-16            0          0
        Afghanistan  2020-01-16            0          0
        Philippines  2020-01-16            0          0
             Israel  2020-01-16            0          0
              Egypt  2020-01-16            0          0
              China  2020-01-16           59          0
             Canada  2020-01-16            0          0
            Croatia  2020-01-16            0          0
          Macedonia  2020-01-16            0          0
              Nepal  2020-01-16            0          0
             Russia  2020-01-16            0          0
             Norway  2020-01-16            0          0
            Georgia  2020-01-16            0          0
           Pakistan  2020-01-16            0          0
            Romania  2020-01-16            0          0
          Singapore  2020-01-17            0          0
            Austria  2020-01-17            0          0
               Iran  2020-01-17            0          0
               Iraq  2020-01-17            0          0
            Bahrain  2020-01-17            0          0
          SanMarino  2020-01-17            0          0
        Afghanistan  2020-01-17            0          0
             Canada  2020-01-17            0          0
              Egypt  2020-01-17            0          0
            Algeria  2020-01-17            0          0
           Pakistan  2020-01-17            0          0
             Norway  2020-01-17            0          0
            Germany  2020-01-17            0          0
        Netherlands  2020-01-17            0          0
               Oman  2020-01-17            0          0
       UnitedStates  2020-01-17            0          0
            Vietnam  2020-01-17            0          0
            Belgium  2020-01-17            0          0
             France  2020-01-17            0          0
            Finland  2020-01-17            0          0
             Russia  2020-01-17            0          0
              Nepal  2020-01-17            0          0
              Spain  2020-01-17            0          0
             Brazil  2020-01-17            0          0
         SouthKorea  2020-01-17            0          0
           Cambodia  2020-01-17            0          0
             Taiwan  2020-01-17            0          0
        Switzerland  2020-01-17            0          0
           SriLanka  2020-01-17            0          0
              India  2020-01-17            0          0
      UnitedKingdom  2020-01-17            0          0
           Thailand  2020-01-17            2          1
             Kuwait  2020-01-17            0          0
             Israel  2020-01-17            0          0
          Lithuania  2020-01-17            0          0
              Japan  2020-01-17            1          0
            Croatia  2020-01-17            0          0
 UnitedArabEmirates  2020-01-17            0          0
              China  2020-01-17           63          4
             Sweden  2020-01-17            0          0
            Georgia  2020-01-17            0          0
          Australia  2020-01-17            0          0
              Italy  2020-01-17            0          0
            Lebanon  2020-01-17            0          0
           Malaysia  2020-01-17            0          0
             Greece  2020-01-17            0          0
        Philippines  2020-01-17            0          0
            Romania  2020-01-17            0          0
          Macedonia  2020-01-17            0          0
            Denmark  2020-01-17            0          0
            Romania  2020-01-18            0          0
              Egypt  2020-01-18            0          0
             Israel  2020-01-18            0          0
              Nepal  2020-01-18            0          0
            Finland  2020-01-18            0          0
           Cambodia  2020-01-18            0          0
          SanMarino  2020-01-18            0          0
        Philippines  2020-01-18            0          0
           Malaysia  2020-01-18            0          0
             Norway  2020-01-18            0          0
           Pakistan  2020-01-18            0          0
        Afghanistan  2020-01-18            0          0
             Sweden  2020-01-18            0          0
              China  2020-01-18           80         17
        Netherlands  2020-01-18            0          0
              Italy  2020-01-18            0          0
             Canada  2020-01-18            0          0
              Spain  2020-01-18            0          0
            Germany  2020-01-18            0          0
            Georgia  2020-01-18            0          0
              Japan  2020-01-18            1          0
 UnitedArabEmirates  2020-01-18            0          0
            Algeria  2020-01-18            0          0
            Denmark  2020-01-18            0          0
           SriLanka  2020-01-18            0          0
            Croatia  2020-01-18            0          0
            Belgium  2020-01-18            0          0
             Brazil  2020-01-18            0          0
             France  2020-01-18            0          0
             Kuwait  2020-01-18            0          0
              India  2020-01-18            0          0
         SouthKorea  2020-01-18            0          0
      UnitedKingdom  2020-01-18            0          0
            Bahrain  2020-01-18            0          0
        Switzerland  2020-01-18            0          0
          Singapore  2020-01-18            0          0
             Greece  2020-01-18            0          0
            Lebanon  2020-01-18            0          0
            Austria  2020-01-18            0          0
               Iran  2020-01-18            0          0
               Iraq  2020-01-18            0          0
          Australia  2020-01-18            0          0
           Thailand  2020-01-18            2          0
       UnitedStates  2020-01-18            0          0
          Lithuania  2020-01-18            0          0
             Russia  2020-01-18            0          0
               Oman  2020-01-18            0          0
          Macedonia  2020-01-18            0          0
            Vietnam  2020-01-18            0          0
             Taiwan  2020-01-18            0          0
          Macedonia  2020-01-19            0          0
          Singapore  2020-01-19            0          0
             Sweden  2020-01-19            0          0
            Finland  2020-01-19            0          0
              Spain  2020-01-19            0          0
               Iraq  2020-01-19            0          0
 UnitedArabEmirates  2020-01-19            0          0
              India  2020-01-19            0          0
           Thailand  2020-01-19            2          0
            Croatia  2020-01-19            0          0
            Vietnam  2020-01-19            0          0
           SriLanka  2020-01-19            0          0
            Germany  2020-01-19            0          0
           Pakistan  2020-01-19            0          0
              Japan  2020-01-19            1          0
             Russia  2020-01-19            0          0
             Brazil  2020-01-19            0          0
              Italy  2020-01-19            0          0
        Philippines  2020-01-19            0          0
            Algeria  2020-01-19            0          0
            Denmark  2020-01-19            0          0
       UnitedStates  2020-01-19            0          0
          Australia  2020-01-19            0          0
             Taiwan  2020-01-19            0          0
          Lithuania  2020-01-19            0          0
               Oman  2020-01-19            0          0
            Romania  2020-01-19            0          0
            Belgium  2020-01-19            0          0
             Kuwait  2020-01-19            0          0
         SouthKorea  2020-01-19            0          0
      UnitedKingdom  2020-01-19            0          0
            Bahrain  2020-01-19            0          0
               Iran  2020-01-19            0          0
        Switzerland  2020-01-19            0          0
             Greece  2020-01-19            0          0
            Lebanon  2020-01-19            0          0
            Austria  2020-01-19            0          0
             France  2020-01-19            0          0
              Nepal  2020-01-19            0          0
           Cambodia  2020-01-19            0          0
            Georgia  2020-01-19            0          0
             Canada  2020-01-19            0          0
              China  2020-01-19          216        136
          SanMarino  2020-01-19            0          0
           Malaysia  2020-01-19            0          0
             Israel  2020-01-19            0          0
        Netherlands  2020-01-19            0          0
        Afghanistan  2020-01-19            0          0
             Norway  2020-01-19            0          0
              Egypt  2020-01-19            0          0
              China  2020-01-20          235         19
               Iran  2020-01-20            0          0
             Kuwait  2020-01-20            0          0
             Norway  2020-01-20            0          0
             Sweden  2020-01-20            0          0
        Switzerland  2020-01-20            0          0
          Singapore  2020-01-20            0          0
        Philippines  2020-01-20            0          0
              Italy  2020-01-20            0          0
             Greece  2020-01-20            0          0
            Lebanon  2020-01-20            0          0
            Belgium  2020-01-20            0          0
            Algeria  2020-01-20            0          0
             Brazil  2020-01-20            0          0
           Pakistan  2020-01-20            0          0
          SanMarino  2020-01-20            0          0
             Taiwan  2020-01-20            0          0
              Japan  2020-01-20            1          0
            Georgia  2020-01-20            0          0
           Thailand  2020-01-20            2          0
               Oman  2020-01-20            0          0
            Vietnam  2020-01-20            0          0
             Canada  2020-01-20            0          0
           SriLanka  2020-01-20            0          0
            Bahrain  2020-01-20            0          0
          Lithuania  2020-01-20            0          0
         SouthKorea  2020-01-20            1          1
              Spain  2020-01-20            0          0
             France  2020-01-20            0          0
              India  2020-01-20            0          0
              Nepal  2020-01-20            0          0
        Afghanistan  2020-01-20            0          0
          Macedonia  2020-01-20            0          0
              Egypt  2020-01-20            0          0
             Israel  2020-01-20            0          0
             Russia  2020-01-20            0          0
 UnitedArabEmirates  2020-01-20            0          0
            Romania  2020-01-20            0          0
            Finland  2020-01-20            0          0
            Austria  2020-01-20            0          0
        Netherlands  2020-01-20            0          0
            Denmark  2020-01-20            0          0
           Cambodia  2020-01-20            0          0
          Australia  2020-01-20            0          0
           Malaysia  2020-01-20            0          0
       UnitedStates  2020-01-20            0          0
            Croatia  2020-01-20            0          0
      UnitedKingdom  2020-01-20            0          0
               Iraq  2020-01-20            0          0
            Germany  2020-01-20            0          0
          Lithuania  2020-01-21            0          0
              Nepal  2020-01-21            0          0
              Italy  2020-01-21            0          0
          SanMarino  2020-01-21            0          0
             Canada  2020-01-21            0          0
           Cambodia  2020-01-21            0          0
        Philippines  2020-01-21            0          0
              China  2020-01-21          386        151
        Netherlands  2020-01-21            0          0
             Israel  2020-01-21            0          0
            Georgia  2020-01-21            0          0
            Denmark  2020-01-21            0          0
             Greece  2020-01-21            0          0
            Austria  2020-01-21            0          0
        Switzerland  2020-01-21            0          0
               Iran  2020-01-21            0          0
      UnitedKingdom  2020-01-21            0          0
         SouthKorea  2020-01-21            1          0
             Kuwait  2020-01-21            0          0
             France  2020-01-21            0          0
            Belgium  2020-01-21            0          0
            Bahrain  2020-01-21            0          0
               Oman  2020-01-21            0          0
            Romania  2020-01-21            0          0
            Lebanon  2020-01-21            0          0
             Taiwan  2020-01-21            1          1
        Afghanistan  2020-01-21            0          0
       UnitedStates  2020-01-21            1          1
            Algeria  2020-01-21            0          0
              Egypt  2020-01-21            0          0
              India  2020-01-21            0          0
             Russia  2020-01-21            0          0
             Sweden  2020-01-21            0          0
               Iraq  2020-01-21            0          0
            Finland  2020-01-21            0          0
 UnitedArabEmirates  2020-01-21            0          0
              Japan  2020-01-21            1          0
            Germany  2020-01-21            0          0
            Vietnam  2020-01-21            0          0
              Spain  2020-01-21            0          0
           Pakistan  2020-01-21            0          0
          Macedonia  2020-01-21            0          0
             Brazil  2020-01-21            0          0
           Thailand  2020-01-21            2          0
            Croatia  2020-01-21            0          0
           SriLanka  2020-01-21            0          0
           Malaysia  2020-01-21            0          0
          Australia  2020-01-21            0          0
          Singapore  2020-01-21            0          0
             Norway  2020-01-21            0          0
            Croatia  2020-01-22            0          0
            Austria  2020-01-22            0          0
        Afghanistan  2020-01-22            0          0
           Thailand  2020-01-22            4          2
               Oman  2020-01-22            0          0
            Bahrain  2020-01-22            0          0
          Singapore  2020-01-22            0          0
            Romania  2020-01-22            0          0
           Pakistan  2020-01-22            0          0
              Italy  2020-01-22            0          0
            Vietnam  2020-01-22            0          0
      UnitedKingdom  2020-01-22            0          0
             France  2020-01-22            0          0
               Iraq  2020-01-22            0          0
           SriLanka  2020-01-22            0          0
         SouthKorea  2020-01-22            1          0
        Switzerland  2020-01-22            0          0
             Kuwait  2020-01-22            0          0
               Iran  2020-01-22            0          0
            Belgium  2020-01-22            0          0
            Lebanon  2020-01-22            0          0
              India  2020-01-22            0          0
            Finland  2020-01-22            0          0
             Greece  2020-01-22            0          0
          SanMarino  2020-01-22            0          0
            Georgia  2020-01-22            0          0
             Sweden  2020-01-22            0          0
             Israel  2020-01-22            0          0
              Japan  2020-01-22            1          0
 UnitedArabEmirates  2020-01-22            0          0
        Philippines  2020-01-22            0          0
             Canada  2020-01-22            0          0
          Australia  2020-01-22            0          0
           Cambodia  2020-01-22            0          0
              China  2020-01-22          526        140
           Malaysia  2020-01-22            0          0
        Netherlands  2020-01-22            0          0
             Norway  2020-01-22            0          0
              Egypt  2020-01-22            0          0
              Nepal  2020-01-22            0          0
       UnitedStates  2020-01-22            1          0
          Macedonia  2020-01-22            0          0
              Spain  2020-01-22            0          0
          Lithuania  2020-01-22            0          0
             Taiwan  2020-01-22            1          0
            Algeria  2020-01-22            0          0
            Denmark  2020-01-22            0          0
            Germany  2020-01-22            0          0
             Russia  2020-01-22            0          0
             Brazil  2020-01-22            0          0
              Egypt  2020-01-23            0          0
           Pakistan  2020-01-23            0          0
              India  2020-01-23            0          0
            Bahrain  2020-01-23            0          0
             Russia  2020-01-23            0          0
            Romania  2020-01-23            0          0
        Philippines  2020-01-23            0          0
           SriLanka  2020-01-23            0          0
               Iran  2020-01-23            0          0
            Denmark  2020-01-23            0          0
             France  2020-01-23            0          0
         SouthKorea  2020-01-23            1          0
        Afghanistan  2020-01-23            0          0
            Austria  2020-01-23            0          0
             Israel  2020-01-23            0          0
              Nepal  2020-01-23            0          0
       UnitedStates  2020-01-23            1          0
        Netherlands  2020-01-23            0          0
            Germany  2020-01-23            0          0
            Finland  2020-01-23            0          0
               Iraq  2020-01-23            0          0
           Cambodia  2020-01-23            0          0
             Greece  2020-01-23            0          0
           Malaysia  2020-01-23            0          0
        Switzerland  2020-01-23            0          0
             Kuwait  2020-01-23            0          0
            Lebanon  2020-01-23            0          0
             Taiwan  2020-01-23            1          0
          Lithuania  2020-01-23            0          0
            Georgia  2020-01-23            0          0
              China  2020-01-23          623         97
              Japan  2020-01-23            1          0
             Sweden  2020-01-23            0          0
             Brazil  2020-01-23            0          0
           Thailand  2020-01-23            4          0
              Italy  2020-01-23            0          0
            Croatia  2020-01-23            0          0
          Macedonia  2020-01-23            0          0
              Spain  2020-01-23            0          0
 UnitedArabEmirates  2020-01-23            0          0
          Australia  2020-01-23            0          0
          Singapore  2020-01-23            0          0
      UnitedKingdom  2020-01-23            0          0
          SanMarino  2020-01-23            0          0
               Oman  2020-01-23            0          0
             Norway  2020-01-23            0          0
            Algeria  2020-01-23            0          0
            Vietnam  2020-01-23            0          0
             Canada  2020-01-23            0          0
            Belgium  2020-01-23            0          0
               Oman  2020-01-24            0          0
           Thailand  2020-01-24            4          0
            Lebanon  2020-01-24            0          0
              Egypt  2020-01-24            0          0
              Nepal  2020-01-24            0          0
             Israel  2020-01-24            0          0
            Belgium  2020-01-24            0          0
            Austria  2020-01-24            0          0
           SriLanka  2020-01-24            0          0
             Norway  2020-01-24            0          0
             Greece  2020-01-24            0          0
            Romania  2020-01-24            0          0
            Denmark  2020-01-24            0          0
              China  2020-01-24          882        259
        Philippines  2020-01-24            0          0
             France  2020-01-24            0          0
             Canada  2020-01-24            0          0
          Macedonia  2020-01-24            0          0
            Algeria  2020-01-24            0          0
         SouthKorea  2020-01-24            2          1
      UnitedKingdom  2020-01-24            0          0
            Croatia  2020-01-24            0          0
        Afghanistan  2020-01-24            0          0
              Italy  2020-01-24            0          0
              Spain  2020-01-24            0          0
          SanMarino  2020-01-24            0          0
             Brazil  2020-01-24            0          0
              Japan  2020-01-24            2          1
             Kuwait  2020-01-24            0          0
            Finland  2020-01-24            0          0
          Australia  2020-01-24            0          0
       UnitedStates  2020-01-24            1          0
               Iraq  2020-01-24            0          0
           Malaysia  2020-01-24            0          0
             Taiwan  2020-01-24            1          0
             Russia  2020-01-24            0          0
           Pakistan  2020-01-24            0          0
            Germany  2020-01-24            0          0
           Cambodia  2020-01-24            0          0
        Netherlands  2020-01-24            0          0
            Bahrain  2020-01-24            0          0
              India  2020-01-24            0          0
            Georgia  2020-01-24            0          0
               Iran  2020-01-24            0          0
            Vietnam  2020-01-24            2          2
        Switzerland  2020-01-24            0          0
             Sweden  2020-01-24            0          0
 UnitedArabEmirates  2020-01-24            0          0
          Singapore  2020-01-24            3          3
          Lithuania  2020-01-24            0          0
            Algeria  2020-01-25            0          0
          Australia  2020-01-25            1          1
 UnitedArabEmirates  2020-01-25            0          0
              Egypt  2020-01-25            0          0
             Israel  2020-01-25            0          0
            Denmark  2020-01-25            0          0
             Taiwan  2020-01-25            3          2
              Japan  2020-01-25            2          0
               Iran  2020-01-25            0          0
             Sweden  2020-01-25            0          0
              Spain  2020-01-25            0          0
            Bahrain  2020-01-25            0          0
               Oman  2020-01-25            0          0
           SriLanka  2020-01-25            0          0
            Georgia  2020-01-25            0          0
              Italy  2020-01-25            0          0
            Croatia  2020-01-25            0          0
          Macedonia  2020-01-25            0          0
             Brazil  2020-01-25            0          0
           Thailand  2020-01-25            5          1
             France  2020-01-25            3          3
              Nepal  2020-01-25            1          1
       UnitedStates  2020-01-25            2          1
            Vietnam  2020-01-25            2          0
        Netherlands  2020-01-25            0          0
              India  2020-01-25            0          0
            Germany  2020-01-25            0          0
          Singapore  2020-01-25            3          0
        Switzerland  2020-01-25            0          0
           Pakistan  2020-01-25            0          0
            Finland  2020-01-25            0          0
               Iraq  2020-01-25            0          0
             Russia  2020-01-25            0          0
             Kuwait  2020-01-25            0          0
           Malaysia  2020-01-25            3          3
        Philippines  2020-01-25            0          0
             Norway  2020-01-25            0          0
           Cambodia  2020-01-25            0          0
             Canada  2020-01-25            0          0
            Belgium  2020-01-25            0          0
            Austria  2020-01-25            0          0
            Romania  2020-01-25            0          0
        Afghanistan  2020-01-25            0          0
         SouthKorea  2020-01-25            2          0
              China  2020-01-25         1323        441
      UnitedKingdom  2020-01-25            0          0
          Lithuania  2020-01-25            0          0
          SanMarino  2020-01-25            0          0
            Lebanon  2020-01-25            0          0
             Greece  2020-01-25            0          0
            Georgia  2020-01-26            0          0
            Belgium  2020-01-26            0          0
              China  2020-01-26         1988        665
            Lebanon  2020-01-26            0          0
        Philippines  2020-01-26            0          0
          Lithuania  2020-01-26            0          0
              Japan  2020-01-26            3          1
            Finland  2020-01-26            0          0
               Iraq  2020-01-26            0          0
              India  2020-01-26            0          0
        Netherlands  2020-01-26            0          0
              Nepal  2020-01-26            1          0
             Norway  2020-01-26            0          0
             Canada  2020-01-26            1          1
             Greece  2020-01-26            0          0
            Germany  2020-01-26            0          0
             Israel  2020-01-26            0          0
           Cambodia  2020-01-26            0          0
               Iran  2020-01-26            0          0
           Malaysia  2020-01-26            4          1
          Macedonia  2020-01-26            0          0
              Italy  2020-01-26            0          0
             Brazil  2020-01-26            0          0
               Oman  2020-01-26            0          0
             France  2020-01-26            3          0
             Kuwait  2020-01-26            0          0
           Pakistan  2020-01-26            0          0
           SriLanka  2020-01-26            0          0
             Taiwan  2020-01-26            3          0
             Russia  2020-01-26            0          0
        Switzerland  2020-01-26            0          0
            Austria  2020-01-26            0          0
         SouthKorea  2020-01-26            3          1
 UnitedArabEmirates  2020-01-26            0          0
            Romania  2020-01-26            0          0
              Egypt  2020-01-26            0          0
      UnitedKingdom  2020-01-26            0          0
          Singapore  2020-01-26            4          1
            Denmark  2020-01-26            0          0
          Australia  2020-01-26            4          3
        Afghanistan  2020-01-26            0          0
            Bahrain  2020-01-26            0          0
            Croatia  2020-01-26            0          0
          SanMarino  2020-01-26            0          0
            Algeria  2020-01-26            0          0
             Sweden  2020-01-26            0          0
              Spain  2020-01-26            0          0
           Thailand  2020-01-26            5          0
       UnitedStates  2020-01-26            2          0
            Vietnam  2020-01-26            2          0
          Singapore  2020-01-27            4          0
             Brazil  2020-01-27            0          0
           Cambodia  2020-01-27            0          0
            Vietnam  2020-01-27            2          0
         SouthKorea  2020-01-27            4          1
            Belgium  2020-01-27            0          0
            Denmark  2020-01-27            0          0
               Iraq  2020-01-27            0          0
            Austria  2020-01-27            0          0
             Russia  2020-01-27            0          0
             Kuwait  2020-01-27            0          0
          Lithuania  2020-01-27            0          0
             France  2020-01-27            3          0
           Thailand  2020-01-27            8          3
             Sweden  2020-01-27            0          0
               Oman  2020-01-27            0          0
        Netherlands  2020-01-27            0          0
       UnitedStates  2020-01-27            5          3
              China  2020-01-27         2775        787
 UnitedArabEmirates  2020-01-27            1          1
              Italy  2020-01-27            0          0
              Egypt  2020-01-27            0          0
            Finland  2020-01-27            0          0
            Romania  2020-01-27            0          0
           SriLanka  2020-01-27            0          0
             Norway  2020-01-27            0          0
             Greece  2020-01-27            0          0
             Taiwan  2020-01-27            5          2
      UnitedKingdom  2020-01-27            0          0
        Afghanistan  2020-01-27            0          0
              Japan  2020-01-27            3          0
             Israel  2020-01-27            0          0
          Australia  2020-01-27            4          0
            Germany  2020-01-27            0          0
            Lebanon  2020-01-27            0          0
             Canada  2020-01-27            1          0
           Malaysia  2020-01-27            4          0
          SanMarino  2020-01-27            0          0
            Algeria  2020-01-27            0          0
        Switzerland  2020-01-27            0          0
               Iran  2020-01-27            0          0
          Macedonia  2020-01-27            0          0
            Croatia  2020-01-27            0          0
            Bahrain  2020-01-27            0          0
              India  2020-01-27            0          0
            Georgia  2020-01-27            0          0
        Philippines  2020-01-27            0          0
              Nepal  2020-01-27            1          0
           Pakistan  2020-01-27            0          0
              Spain  2020-01-27            0          0
             France  2020-01-28            3          0
            Bahrain  2020-01-28            0          0
               Oman  2020-01-28            0          0
            Lebanon  2020-01-28            0          0
            Georgia  2020-01-28            0          0
       UnitedStates  2020-01-28            5          0
          SanMarino  2020-01-28            0          0
              India  2020-01-28            0          0
             Sweden  2020-01-28            0          0
               Iran  2020-01-28            0          0
           Cambodia  2020-01-28            1          1
              Italy  2020-01-28            0          0
              Nepal  2020-01-28            1          0
            Austria  2020-01-28            0          0
          Singapore  2020-01-28            5          1
        Netherlands  2020-01-28            0          0
           Pakistan  2020-01-28            0          0
        Switzerland  2020-01-28            0          0
         SouthKorea  2020-01-28            4          0
      UnitedKingdom  2020-01-28            0          0
             Norway  2020-01-28            0          0
            Belgium  2020-01-28            0          0
             Russia  2020-01-28            0          0
             Kuwait  2020-01-28            0          0
            Romania  2020-01-28            0          0
              Egypt  2020-01-28            0          0
               Iraq  2020-01-28            0          0
            Vietnam  2020-01-28            2          0
            Denmark  2020-01-28            0          0
           SriLanka  2020-01-28            1          1
        Philippines  2020-01-28            0          0
             Greece  2020-01-28            0          0
            Finland  2020-01-28            0          0
          Macedonia  2020-01-28            0          0
        Afghanistan  2020-01-28            0          0
            Germany  2020-01-28            1          1
           Malaysia  2020-01-28            4          0
             Taiwan  2020-01-28            7          2
          Australia  2020-01-28            4          0
            Algeria  2020-01-28            0          0
             Canada  2020-01-28            2          1
             Israel  2020-01-28            0          0
              Spain  2020-01-28            0          0
              Japan  2020-01-28            4          1
             Brazil  2020-01-28            0          0
            Croatia  2020-01-28            0          0
          Lithuania  2020-01-28            0          0
 UnitedArabEmirates  2020-01-28            1          0
           Thailand  2020-01-28           14          6
              China  2020-01-28         4528       1753
        Afghanistan  2020-01-29            0          0
           Malaysia  2020-01-29            7          3
              Japan  2020-01-29            7          3
             Brazil  2020-01-29            0          0
          Australia  2020-01-29            4          0
            Vietnam  2020-01-29            2          0
          Macedonia  2020-01-29            0          0
      UnitedKingdom  2020-01-29            0          0
             Sweden  2020-01-29            0          0
             Taiwan  2020-01-29            8          1
               Iran  2020-01-29            0          0
          Lithuania  2020-01-29            0          0
              Spain  2020-01-29            0          0
            Bahrain  2020-01-29            0          0
             Russia  2020-01-29            0          0
              India  2020-01-29            0          0
             Israel  2020-01-29            0          0
            Georgia  2020-01-29            0          0
             Canada  2020-01-29            3          1
            Algeria  2020-01-29            0          0
             France  2020-01-29            4          1
               Oman  2020-01-29            0          0
           Thailand  2020-01-29           14          0
          SanMarino  2020-01-29            0          0
            Lebanon  2020-01-29            0          0
             Norway  2020-01-29            0          0
           Pakistan  2020-01-29            0          0
        Switzerland  2020-01-29            0          0
        Netherlands  2020-01-29            0          0
             Greece  2020-01-29            0          0
              Nepal  2020-01-29            1          0
          Singapore  2020-01-29            7          2
            Austria  2020-01-29            0          0
       UnitedStates  2020-01-29            5          0
               Iraq  2020-01-29            0          0
            Belgium  2020-01-29            0          0
         SouthKorea  2020-01-29            4          0
              China  2020-01-29         5994       1466
              Egypt  2020-01-29            0          0
 UnitedArabEmirates  2020-01-29            1          0
            Romania  2020-01-29            0          0
            Finland  2020-01-29            0          0
            Germany  2020-01-29            4          3
              Italy  2020-01-29            0          0
        Philippines  2020-01-29            0          0
            Denmark  2020-01-29            0          0
           Cambodia  2020-01-29            1          0
             Kuwait  2020-01-29            0          0
            Croatia  2020-01-29            0          0
           SriLanka  2020-01-29            1          0
               Oman  2020-01-30            0          0
            Lebanon  2020-01-30            0          0
            Georgia  2020-01-30            0          0
 UnitedArabEmirates  2020-01-30            4          3
               Iran  2020-01-30            0          0
           Cambodia  2020-01-30            1          0
             Russia  2020-01-30            0          0
             Israel  2020-01-30            0          0
        Afghanistan  2020-01-30            0          0
            Denmark  2020-01-30            0          0
        Netherlands  2020-01-30            0          0
             Greece  2020-01-30            0          0
            Belgium  2020-01-30            0          0
              Nepal  2020-01-30            1          0
          Lithuania  2020-01-30            0          0
           Thailand  2020-01-30           14          0
            Croatia  2020-01-30            0          0
            Bahrain  2020-01-30            0          0
              China  2020-01-30         7734       1740
            Finland  2020-01-30            1          1
             Brazil  2020-01-30            0          0
            Romania  2020-01-30            0          0
              Egypt  2020-01-30            0          0
               Iraq  2020-01-30            0          0
              India  2020-01-30            1          1
            Germany  2020-01-30            4          0
        Philippines  2020-01-30            1          1
          Macedonia  2020-01-30            0          0
            Vietnam  2020-01-30            2          0
           Malaysia  2020-01-30            7          0
              Japan  2020-01-30           11          4
          Australia  2020-01-30            6          2
             Taiwan  2020-01-30            8          0
            Algeria  2020-01-30            0          0
             Canada  2020-01-30            3          0
              Spain  2020-01-30            0          0
           SriLanka  2020-01-30            1          0
             France  2020-01-30            5          1
             Sweden  2020-01-30            0          0
          SanMarino  2020-01-30            0          0
      UnitedKingdom  2020-01-30            0          0
           Pakistan  2020-01-30            0          0
        Switzerland  2020-01-30            0          0
          Singapore  2020-01-30           10          3
             Norway  2020-01-30            0          0
              Italy  2020-01-30            0          0
            Austria  2020-01-30            0          0
       UnitedStates  2020-01-30            5          0
         SouthKorea  2020-01-30            4          0
             Kuwait  2020-01-30            0          0
            Lebanon  2020-01-31            0          0
             Taiwan  2020-01-31            9          1
               Iran  2020-01-31            0          0
          SanMarino  2020-01-31            0          0
              China  2020-01-31         9714       1980
             Norway  2020-01-31            0          0
            Georgia  2020-01-31            0          0
              Japan  2020-01-31           14          3
               Oman  2020-01-31            0          0
        Switzerland  2020-01-31            0          0
          Singapore  2020-01-31           13          3
            Finland  2020-01-31            1          0
           Thailand  2020-01-31           14          0
              Italy  2020-01-31            3          3
             Kuwait  2020-01-31            0          0
        Netherlands  2020-01-31            0          0
             Israel  2020-01-31            0          0
      UnitedKingdom  2020-01-31            2          2
           Pakistan  2020-01-31            0          0
            Austria  2020-01-31            0          0
         SouthKorea  2020-01-31            7          3
       UnitedStates  2020-01-31            6          1
             Sweden  2020-01-31            0          0
             France  2020-01-31            6          1
              India  2020-01-31            1          0
            Croatia  2020-01-31            0          0
             Brazil  2020-01-31            0          0
            Romania  2020-01-31            0          0
              Spain  2020-01-31            0          0
             Canada  2020-01-31            3          0
            Algeria  2020-01-31            0          0
          Australia  2020-01-31            7          1
           Malaysia  2020-01-31            8          1
            Vietnam  2020-01-31            5          3
          Macedonia  2020-01-31            0          0
            Germany  2020-01-31            5          1
               Iraq  2020-01-31            0          0
           SriLanka  2020-01-31            1          0
              Egypt  2020-01-31            0          0
        Philippines  2020-01-31            1          0
            Denmark  2020-01-31            0          0
              Nepal  2020-01-31            1          0
          Lithuania  2020-01-31            0          0
           Cambodia  2020-01-31            1          0
            Belgium  2020-01-31            0          0
             Greece  2020-01-31            0          0
             Russia  2020-01-31            0          0
            Bahrain  2020-01-31            0          0
 UnitedArabEmirates  2020-01-31            4          0
        Afghanistan  2020-01-31            0          0
              India  2020-02-01            1          0
              Egypt  2020-02-01            0          0
 UnitedArabEmirates  2020-02-01            4          0
            Croatia  2020-02-01            0          0
            Romania  2020-02-01            0          0
               Iran  2020-02-01            0          0
             Brazil  2020-02-01            0          0
              China  2020-02-01        11809       2095
           SriLanka  2020-02-01            1          0
             France  2020-02-01            6          0
          Lithuania  2020-02-01            0          0
           Cambodia  2020-02-01            1          0
               Iraq  2020-02-01            0          0
               Oman  2020-02-01            0          0
              Spain  2020-02-01            1          1
             Canada  2020-02-01            4          1
             Taiwan  2020-02-01           10          1
            Denmark  2020-02-01            0          0
            Georgia  2020-02-01            0          0
            Algeria  2020-02-01            0          0
              Japan  2020-02-01           15          1
          Macedonia  2020-02-01            0          0
             Greece  2020-02-01            0          0
        Philippines  2020-02-01            1          0
            Germany  2020-02-01            7          2
            Lebanon  2020-02-01            0          0
          Australia  2020-02-01            9          2
        Afghanistan  2020-02-01            0          0
           Malaysia  2020-02-01            8          0
        Switzerland  2020-02-01            0          0
              Italy  2020-02-01            3          0
